2026-02-10 16:16:17 | INFO     | tier4-exp12 | [tracking] Registered run: experiment=exp12_state_cond_dirs run_id=20260210_161617 git=a1a1bc2 out=outputs/tier4/exp12_state_conditioned_directions/20260210_161617
2026-02-10 19:32:04 | INFO     | tier4-exp12 | [exp12] Using existing cache at outputs/tier4/exp12_state_conditioned_directions/20260210_161617/cache
2026-02-10 19:32:04 | INFO     | tier4-exp12 | [exp12][exp2] Running state quantization...
2026-02-10 19:32:04 | INFO     | tier4-exp12 | [exp12][exp2] Reusing state artifacts for k1=2048 seed=11
2026-02-10 19:36:31 | INFO     | tier4-exp12 | [exp12][exp5] Loaded PocketMimiVAE from outputs/tier2/exp9_pocket_mimi_vae/20260210_064617/checkpoints/vae_gan_step40000.pt
2026-02-10 19:36:31 | INFO     | tier4-exp12 | [exp12][exp5] Fitting per-state delta codebooks (K1=2048, K2=4)...
2026-02-10 19:36:45 | INFO     | tier4-exp12 | [exp12][exp5] Scored 7113-86041-0015 (K2=4)
2026-02-10 19:36:49 | INFO     | tier4-exp12 | [exp12][exp5] Scored 7113-86041-0053 (K2=4)
2026-02-10 19:36:52 | INFO     | tier4-exp12 | [exp12][exp5] Scored 4297-13009-0063 (K2=4)
2026-02-10 19:36:54 | INFO     | tier4-exp12 | [exp12][exp5] Scored 4297-13006-0037 (K2=4)
2026-02-10 19:36:57 | INFO     | tier4-exp12 | [exp12][exp5] Scored 5322-7679-0029 (K2=4)
2026-02-10 19:36:59 | INFO     | tier4-exp12 | [exp12][exp5] Scored 7367-86737-0042 (K2=4)
2026-02-10 19:37:02 | INFO     | tier4-exp12 | [exp12][exp5] Scored 374-180299-0046 (K2=4)
2026-02-10 19:37:04 | INFO     | tier4-exp12 | [exp12][exp5] Scored 5322-7680-0005 (K2=4)
2026-02-10 19:37:07 | INFO     | tier4-exp12 | [exp12][exp5] Scored 6529-62554-0053 (K2=4)
2026-02-10 19:37:09 | INFO     | tier4-exp12 | [exp12][exp5] Scored 8226-274369-0026 (K2=4)
2026-02-10 19:37:11 | INFO     | tier4-exp12 | [exp12][exp5] Scored 4297-13009-0015 (K2=4)
2026-02-10 19:37:16 | INFO     | tier4-exp12 | [exp12][exp5] Scored 5322-7679-0008 (K2=4)
2026-02-10 19:37:18 | INFO     | tier4-exp12 | [exp12][exp5] Scored 374-180298-0035 (K2=4)
2026-02-10 19:37:20 | INFO     | tier4-exp12 | [exp12][exp5] Scored 6367-65536-0006 (K2=4)
2026-02-10 19:37:22 | INFO     | tier4-exp12 | [exp12][exp5] Scored 7367-86737-0041 (K2=4)
2026-02-10 19:37:25 | INFO     | tier4-exp12 | [exp12][exp5] Scored 6367-65536-0036 (K2=4)
2026-02-10 19:37:27 | INFO     | tier4-exp12 | [exp12][exp5] Scored 6367-65536-0010 (K2=4)
2026-02-10 19:37:30 | INFO     | tier4-exp12 | [exp12][exp5] Scored 374-180298-0061 (K2=4)
2026-02-10 19:37:31 | INFO     | tier4-exp12 | [exp12][exp5] Scored 6529-62556-0044 (K2=4)
2026-02-10 19:37:35 | INFO     | tier4-exp12 | [exp12][exp5] Scored 5322-7678-0007 (K2=4)
2026-02-10 19:37:35 | INFO     | tier4-exp12 | [exp12][exp5] Wrote outputs/tier4/exp12_state_conditioned_directions/20260210_161617/tables/exp5_perceptual.csv
2026-02-10 19:37:35 | INFO     | tier4-exp12 | [exp12][exp5] Wrote outputs/tier4/exp12_state_conditioned_directions/20260210_161617/tables/exp5_perceptual_summary.csv
2026-02-10 19:37:35 | INFO     | tier4-exp12 | [tracking] Finalized run: experiment=exp12_state_cond_dirs run_id=20260210_161617 status=completed duration=331s 
