2026-02-08 10:32:47 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=exp9_fix_smoke git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0043: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0037: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0005: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0001: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62554-0030: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0045: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0040: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0044: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0043: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0040: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0021: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0058: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0046: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0030: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0026: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0040: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0046: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0059: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0039: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0041: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13006-0036: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13006-0014: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13006-0018: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-65536-0044: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-65536-0007: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-65536-0004: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0028: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0004: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0035: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0010: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0011: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0023: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0024: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0032: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0109: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0042: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0110: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0054: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0009: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0025: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0038: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0060: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0065: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0035: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0046: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0019: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0039: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180298-0059: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0038: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0035: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0043: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0037: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0005: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 374-180299-0001: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62554-0030: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0045: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0040: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0044: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6529-62556-0043: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0040: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0021: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0058: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0046: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0030: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 233-134440-0026: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0040: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0046: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0059: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0039: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13009-0041: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13006-0036: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13006-0014: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 4297-13006-0018: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-65536-0044: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-65536-0007: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-65536-0004: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0028: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0004: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0035: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0010: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0011: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0023: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0024: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 6367-74004-0032: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0109: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0042: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0110: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0054: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0009: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Recon eval failed for 7113-86041-0025: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | INFO     | phase0 | [exp9] Pretrain benchmark: mimi_pretrained mel=nan l1=nan | vae_mu_init mel=nan l1=nan
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 0 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 1 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 2 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 3 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 4 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 5 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 6 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 7 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_mimi
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 0 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 1 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 2 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 3 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 4 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 5 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 6 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | WARNING  | phase0 | [exp9] Sample 7 failed: Expected all tensors to be on the same device, but found at least two devices, cpu and cuda:0! (when checking argument for argument tensors in method wrapper_CUDA_cat)
2026-02-08 10:34:29 | INFO     | phase0 | [exp9] Saved 8 audio samples at step 0 -> outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_vae_mu
2026-02-08 10:34:29 | INFO     | phase0 | [exp9] Wrote pretrain audio samples (n=8) to outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_mimi and outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke/samples/pretrain_vae_mu
2026-02-08 10:34:29 | INFO     | phase0 | [exp9] Training VAE-GAN...
2026-02-08 10:34:29 | INFO     | phase0 | [exp9] latent_dim=32 lambda_recon=1.0 beta_kl=0.1 kl_norm=True lambda_adv=1.0 lambda_feat=2.0 lambda_distill=1.0 batch=4 lr_g=0.0001 lr_d=0.0001 lr_schedule=constant steps=1500 gan_warmup=1000 amp=True
2026-02-08 10:54:09 | INFO     | phase0 | [tracking] Registered run: experiment=exp9_pocket_mimi_vae run_id=exp9_fix_smoke git=a1a1bc2 out=outputs/tier2/exp9_pocket_mimi_vae/exp9_fix_smoke
2026-02-08 10:55:48 | INFO     | phase0 | [exp9] Run id: exp9_fix_smoke, device: cuda, utterances: 5000
2026-02-08 10:55:48 | INFO     | phase0 | [exp9] Building PocketMimiVAE...
2026-02-08 10:55:49 | INFO     | phase0 | Loading Mimi weights from full TTS model: hf://kyutai/pocket-tts/tts_b6369a24.safetensors@427e3d61b276ed69fdd03de0d185fa8a8d97fc5b
2026-02-08 10:55:49 | INFO     | phase0 | Mimi weights loaded successfully
2026-02-08 10:55:49 | INFO     | phase0 | [exp9] VAE built. Trainable params: 10,461,793
