2026-02-09 22:09:31 | INFO     | phase0 | [tracking] Registered run: experiment=exp6b_projector_correction run_id=20260209_220931 git=a1a1bc2 out=outputs/tier2/exp6b_projector_correction/20260209_220931
2026-02-09 22:11:49 | INFO     | phase0 | [exp6b] step=2200/10000 loss=7.288136
2026-02-09 22:11:53 | INFO     | phase0 | [exp6b] step=2300/10000 loss=7.252032
2026-02-09 22:11:57 | INFO     | phase0 | [exp6b] step=2400/10000 loss=7.297088
2026-02-09 22:12:01 | INFO     | phase0 | [exp6b] step=2500/10000 loss=7.219611
2026-02-09 22:12:04 | INFO     | phase0 | [exp6b] step=2600/10000 loss=7.178198
2026-02-09 22:12:08 | INFO     | phase0 | [exp6b] step=2700/10000 loss=7.210175
2026-02-09 22:12:12 | INFO     | phase0 | [exp6b] step=2800/10000 loss=7.210825
2026-02-09 22:12:16 | INFO     | phase0 | [exp6b] step=2900/10000 loss=7.267735
2026-02-09 22:12:20 | INFO     | phase0 | [exp6b] step=3000/10000 loss=7.270890
2026-02-09 22:12:23 | INFO     | phase0 | [exp6b] step=3100/10000 loss=7.243222
2026-02-09 22:12:27 | INFO     | phase0 | [exp6b] step=3200/10000 loss=7.267025
2026-02-09 22:12:31 | INFO     | phase0 | [exp6b] step=3300/10000 loss=7.249363
2026-02-09 22:12:35 | INFO     | phase0 | [exp6b] step=3400/10000 loss=7.204746
2026-02-09 22:12:38 | INFO     | phase0 | [exp6b] step=3500/10000 loss=7.128921
2026-02-09 22:12:42 | INFO     | phase0 | [exp6b] step=3600/10000 loss=7.089722
2026-02-09 22:12:46 | INFO     | phase0 | [exp6b] step=3700/10000 loss=7.193175
2026-02-09 22:12:50 | INFO     | phase0 | [exp6b] step=3800/10000 loss=7.169780
2026-02-09 22:12:53 | INFO     | phase0 | [exp6b] step=3900/10000 loss=7.072348
2026-02-09 22:12:57 | INFO     | phase0 | [exp6b] step=4000/10000 loss=7.103279
2026-02-09 22:13:01 | INFO     | phase0 | [exp6b] step=4100/10000 loss=7.145293
2026-02-09 22:13:05 | INFO     | phase0 | [exp6b] step=4200/10000 loss=7.181716
2026-02-09 22:13:09 | INFO     | phase0 | [exp6b] step=4300/10000 loss=7.147683
2026-02-09 22:13:12 | INFO     | phase0 | [exp6b] step=4400/10000 loss=7.061115
2026-02-09 22:13:16 | INFO     | phase0 | [exp6b] step=4500/10000 loss=7.094129
2026-02-09 22:13:20 | INFO     | phase0 | [exp6b] step=4600/10000 loss=7.071045
2026-02-09 22:13:24 | INFO     | phase0 | [exp6b] step=4700/10000 loss=7.125344
2026-02-09 22:13:27 | INFO     | phase0 | [exp6b] step=4800/10000 loss=7.111207
2026-02-09 22:13:31 | INFO     | phase0 | [exp6b] step=4900/10000 loss=7.144819
2026-02-09 22:13:35 | INFO     | phase0 | [exp6b] step=5000/10000 loss=7.077940
2026-02-09 22:13:39 | INFO     | phase0 | [exp6b] step=5100/10000 loss=7.075498
2026-02-09 22:13:43 | INFO     | phase0 | [exp6b] step=5200/10000 loss=7.140667
2026-02-09 22:13:46 | INFO     | phase0 | [exp6b] step=5300/10000 loss=7.117919
2026-02-09 22:13:50 | INFO     | phase0 | [exp6b] step=5400/10000 loss=7.092772
2026-02-09 22:13:54 | INFO     | phase0 | [exp6b] step=5500/10000 loss=7.057003
2026-02-09 22:13:58 | INFO     | phase0 | [exp6b] step=5600/10000 loss=7.064951
2026-02-09 22:14:01 | INFO     | phase0 | [exp6b] step=5700/10000 loss=7.123886
2026-02-09 22:14:05 | INFO     | phase0 | [exp6b] step=5800/10000 loss=7.051831
2026-02-09 22:14:09 | INFO     | phase0 | [exp6b] step=5900/10000 loss=7.049618
2026-02-09 22:14:13 | INFO     | phase0 | [exp6b] step=6000/10000 loss=7.065880
2026-02-09 22:14:17 | INFO     | phase0 | [exp6b] step=6100/10000 loss=7.094950
2026-02-09 22:14:21 | INFO     | phase0 | [exp6b] step=6200/10000 loss=7.138137
2026-02-09 22:14:24 | INFO     | phase0 | [exp6b] step=6300/10000 loss=7.070023
2026-02-09 22:14:28 | INFO     | phase0 | [exp6b] step=6400/10000 loss=7.012578
2026-02-09 22:14:32 | INFO     | phase0 | [exp6b] step=6500/10000 loss=7.077283
2026-02-09 22:14:36 | INFO     | phase0 | [exp6b] step=6600/10000 loss=7.035151
2026-02-09 22:14:39 | INFO     | phase0 | [exp6b] step=6700/10000 loss=7.014579
2026-02-09 22:14:43 | INFO     | phase0 | [exp6b] step=6800/10000 loss=7.062760
2026-02-09 22:14:47 | INFO     | phase0 | [exp6b] step=6900/10000 loss=7.031193
2026-02-09 22:14:51 | INFO     | phase0 | [exp6b] step=7000/10000 loss=7.092858
2026-02-09 22:14:55 | INFO     | phase0 | [exp6b] step=7100/10000 loss=7.001796
2026-02-09 22:14:58 | INFO     | phase0 | [exp6b] step=7200/10000 loss=7.008475
2026-02-09 22:15:02 | INFO     | phase0 | [exp6b] step=7300/10000 loss=6.993995
2026-02-09 22:15:06 | INFO     | phase0 | [exp6b] step=7400/10000 loss=7.047036
2026-02-09 22:15:10 | INFO     | phase0 | [exp6b] step=7500/10000 loss=7.018664
2026-02-09 22:15:14 | INFO     | phase0 | [exp6b] step=7600/10000 loss=7.048305
2026-02-09 22:15:17 | INFO     | phase0 | [exp6b] step=7700/10000 loss=6.996217
2026-02-09 22:15:21 | INFO     | phase0 | [exp6b] step=7800/10000 loss=7.001636
2026-02-09 22:15:25 | INFO     | phase0 | [exp6b] step=7900/10000 loss=7.023313
2026-02-09 22:15:29 | INFO     | phase0 | [exp6b] step=8000/10000 loss=7.018893
2026-02-09 22:15:33 | INFO     | phase0 | [exp6b] step=8100/10000 loss=7.034968
2026-02-09 22:15:36 | INFO     | phase0 | [exp6b] step=8200/10000 loss=7.134907
2026-02-09 22:15:40 | INFO     | phase0 | [exp6b] step=8300/10000 loss=7.055289
2026-02-09 22:15:44 | INFO     | phase0 | [exp6b] step=8400/10000 loss=7.070877
2026-02-09 22:15:48 | INFO     | phase0 | [exp6b] step=8500/10000 loss=6.996643
2026-02-09 22:15:52 | INFO     | phase0 | [exp6b] step=8600/10000 loss=7.003614
2026-02-09 22:15:56 | INFO     | phase0 | [exp6b] step=8700/10000 loss=7.031956
2026-02-09 22:15:59 | INFO     | phase0 | [exp6b] step=8800/10000 loss=7.025594
2026-02-09 22:16:03 | INFO     | phase0 | [exp6b] step=8900/10000 loss=6.949031
2026-02-09 22:16:07 | INFO     | phase0 | [exp6b] step=9000/10000 loss=6.987013
2026-02-09 22:16:11 | INFO     | phase0 | [exp6b] step=9100/10000 loss=7.012918
2026-02-09 22:16:14 | INFO     | phase0 | [exp6b] step=9200/10000 loss=7.017018
2026-02-09 22:16:18 | INFO     | phase0 | [exp6b] step=9300/10000 loss=6.953883
2026-02-09 22:16:22 | INFO     | phase0 | [exp6b] step=9400/10000 loss=6.977890
2026-02-09 22:16:26 | INFO     | phase0 | [exp6b] step=9500/10000 loss=6.968805
2026-02-09 22:16:30 | INFO     | phase0 | [exp6b] step=9600/10000 loss=6.990268
2026-02-09 22:16:34 | INFO     | phase0 | [exp6b] step=9700/10000 loss=6.993366
2026-02-09 22:16:37 | INFO     | phase0 | [exp6b] step=9800/10000 loss=6.997065
2026-02-09 22:16:41 | INFO     | phase0 | [exp6b] step=9900/10000 loss=6.961468
2026-02-09 22:16:45 | INFO     | phase0 | [exp6b] step=10000/10000 loss=7.020691
2026-02-09 22:16:45 | INFO     | phase0 | [exp6b] Projector training done. Final checkpoint: outputs/tier2/exp6b_projector_correction/20260209_220931/projector/checkpoints/projector_final.pt
2026-02-09 22:16:45 | INFO     | phase0 | [exp6b] Eval sweep: scale=0.0
2026-02-09 22:16:51 | INFO     | phase0 |   D_rollout: cos=0.0655 state_err=80.0137
2026-02-09 22:16:51 | INFO     | phase0 |   D_corrected: cos=0.0655 state_err=80.0137
2026-02-09 22:16:51 | INFO     | phase0 | [exp6b] Eval sweep: scale=0.25
2026-02-09 22:16:56 | INFO     | phase0 |   D_rollout: cos=0.0655 state_err=80.0137
2026-02-09 22:16:56 | INFO     | phase0 |   D_corrected: cos=0.0659 state_err=64.9847
2026-02-09 22:16:56 | INFO     | phase0 | [exp6b] Eval sweep: scale=0.5
2026-02-09 22:17:02 | INFO     | phase0 |   D_rollout: cos=0.0655 state_err=80.0137
2026-02-09 22:17:02 | INFO     | phase0 |   D_corrected: cos=0.0653 state_err=61.5406
2026-02-09 22:17:02 | INFO     | phase0 | [exp6b] Eval sweep: scale=1.0
2026-02-09 22:17:08 | INFO     | phase0 |   D_rollout: cos=0.0655 state_err=80.0137
2026-02-09 22:17:08 | INFO     | phase0 |   D_corrected: cos=0.0642 state_err=60.4794
2026-02-09 22:17:08 | INFO     | phase0 | [exp6b] Eval sweep: scale=2.0
2026-02-09 22:17:13 | INFO     | phase0 |   D_rollout: cos=0.0655 state_err=80.0137
2026-02-09 22:17:13 | INFO     | phase0 |   D_corrected: cos=0.0608 state_err=64.9330
2026-02-09 22:17:13 | INFO     | phase0 | [exp6b] Summary: outputs/tier2/exp6b_projector_correction/20260209_220931/summary.csv
2026-02-09 22:17:13 | INFO     | phase0 | [tracking] Finalized run: experiment=exp6b_projector_correction run_id=20260209_220931 status=completed duration=462s projector_checkpoint=outputs/tier2/exp6b_projector_correction/20260209_220931/projector/checkpoints/projector_final.pt n_sweep_configs=5 best_corrected_state_err=60.4793944042176 best_corrected_cos=0.06424391325995771 best_scale=1.0
